کد فیدر,تاریخ,تعطیلات,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,مجموع,خانگی,صنعتی,کشاورزی,تجاری,روشنایی,اداری,ناحیه
1,1401/01/01,1,2.576,2.312,2.119,2.018,1.954,1.877,1.863,1.901,2.016,2.162,2.314,2.372,2.407,2.373,2.305,2.255,2.287,2.489,2.816,2.877,2.883,2.9,2.866,2.742,56.684,0.4,0.25,0.1,0.12,0.1,0.03,5
